Curricular units 2nd sem (grade),Curricular units 2nd sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Curricular units 1st sem (approved),Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Scholarship holder,Father's occupation,Mother's occupation,Target
0.0,0,0.0,1,0,0,0,0,8,8,1
0.0,0,0.0,0,0,8,7,0,6,6,0
0.0,0,0.0,1,0,0,0,0,3,3,0
11.0,3,11.25,1,4,8,8,0,10,10,0
0.0,0,0.0,1,0,6,5,0,12,12,0
0.0,0,11.25,0,4,12,13,0,12,12,0
12.5,4,10.666666666666666,1,3,10,11,0,10,10,2
10.666666666666666,3,11.8,1,5,10,9,0,1,1,1
11.181818181818182,10,11.625,1,8,16,19,0,10,10,1
0.0,0,0.0,1,0,10,11,0,6,1,0
11.25,4,10.25,1,4,6,8,1,10,10,0
11.357142857142858,14,10.8,1,15,14,16,0,10,10,1
12.666666666666666,11,12.545454545454543,0,11,16,15,1,10,10,1
13.4,5,13.571428571428571,1,7,9,7,0,29,30,2
0.0,0,0.0,1,0,0,0,0,11,10,0
0.0,0,0.0,1,0,5,5,0,6,6,0
12.2,5,14.77777777777778,1,6,11,9,0,10,10,1
0.0,0,0.0,1,0,8,4,0,9,10,0
0.0,0,0.0,1,0,2,2,0,6,6,0
0.0,0,0.0,0,0,0,4,0,10,10,0
0.0,0,0.0,0,0,5,10,0,10,10,0
11.6,5,11.4,1,5,7,5,1,10,10,1
10.857142857142858,6,11.666666666666666,1,6,10,13,0,11,5,0
13.0,5,11.285714285714286,1,7,8,12,0,1,1,0
12.6,5,11.5,1,4,10,12,1,4,7,1
16.0,5,16.0,1,5,5,5,1,10,10,1
12.666666666666666,6,12.5,1,6,7,6,1,8,10,0
13.0,3,12.0,1,4,10,7,0,8,6,2
11.666666666666666,3,0.0,1,0,11,11,0,8,10,2
12.6,5,13.0,1,5,10,10,0,9,6,1
12.083333333333334,12,13.714285714285714,1,13,18,27,0,7,3,1
12.5,3,12.333333333333334,1,3,14,9,1,6,10,0
12.7,10,12.727272727272728,0,11,24,31,0,8,10,0
0.0,0,14.0,1,1,5,5,0,1,1,0
0.0,0,0.0,0,0,0,0,0,8,5,0
11.0,3,11.4,1,5,12,8,0,7,7,2
10.0,1,0.0,1,0,5,5,0,1,1,0
17.692307692307693,12,18.875,1,6,14,8,0,7,5,1
0.0,0,0.0,1,0,12,12,0,1,1,0
12.6,4,11.333333333333334,1,6,16,15,0,10,10,2
16.2,5,13.5,1,7,6,9,0,7,7,0
10.0,3,15.0,1,2,10,12,0,11,10,1
0.0,0,0.0,0,0,7,10,0,5,10,0
12.8,5,14.22222222222222,1,9,5,9,0,10,10,0
0.0,0,0.0,0,0,0,0,0,10,6,2
0.0,0,12.0,0,4,16,14,0,11,10,0
12.0,4,12.6,1,5,8,9,0,10,10,1
13.083333333333334,11,15.083333333333334,1,12,15,12,0,10,3,2
0.0,0,0.0,1,0,5,5,1,6,4,0
15.3,6,14.5,1,6,10,8,0,6,6,1
13.5,6,14.5,1,6,6,6,0,8,8,1
13.0,1,10.0,1,3,12,12,0,9,5,2
0.0,0,0.0,1,0,0,0,0,6,6,0
13.2,5,11.6,1,5,5,5,0,10,10,1
0.0,0,11.75,1,4,7,10,0,5,8,0
0.0,0,0.0,1,0,0,0,0,7,10,0
0.0,0,0.0,1,0,0,0,0,3,3,0
0.0,0,0.0,1,0,6,7,1,10,10,0
11.8,4,11.25,0,4,8,7,0,10,10,0
0.0,0,11.571428571428571,1,5,11,9,0,11,10,0
16.0,1,10.0,1,4,8,7,0,10,10,2
12.3,6,13.833333333333334,1,5,13,11,1,2,10,2
12.666666666666666,3,12.75,1,4,12,6,0,8,9,0
0.0,0,0.0,1,0,9,4,0,10,10,0
11.0,2,11.6,1,5,12,13,0,6,3,2
0.0,0,0.0,0,0,5,5,0,12,12,0
10.333333333333334,3,11.25,1,4,10,6,0,10,10,0
0.0,0,0.0,0,0,0,0,0,7,2,0
15.0,6,14.333333333333334,1,6,7,6,0,6,3,1
0.0,0,0.0,0,0,5,7,0,10,10,0
13.5,20,13.5,1,20,23,23,1,5,5,1
12.2,5,12.666666666666666,1,6,10,8,0,10,10,2
11.347142857142858,7,12.444285714285714,1,7,11,7,0,8,5,1
11.333333333333334,3,10.666666666666666,1,3,7,7,0,5,10,0
0.0,0,0.0,1,0,0,0,0,3,3,2
12.4,5,12.666666666666666,1,6,6,6,1,6,6,1
14.833333333333334,5,13.2,1,5,6,5,0,6,6,1
12.181818181818182,11,12.7,1,10,14,20,0,7,10,1
14.8,5,14.833333333333334,1,5,5,6,0,6,10,1
12.0,1,11.5,0,4,8,10,0,10,10,0
0.0,0,0.0,1,0,0,0,0,13,12,0
0.0,0,0.0,1,0,0,0,0,8,10,0
12.5,2,12.666666666666666,1,3,12,7,0,7,6,2
12.5,6,14.714285714285714,1,6,6,7,1,9,3,1
10.25,4,13.666666666666666,1,3,13,11,0,5,5,2
13.5,2,10.8,1,5,13,9,0,7,10,2
10.428571428571429,7,10.5,0,4,16,13,0,5,5,0
12.5,5,15.0,1,6,11,10,0,8,9,1
14.0,6,12.666666666666666,1,6,6,6,1,10,10,1
13.666666666666666,6,13.166666666666666,1,6,6,7,0,1,1,1
0.0,0,0.0,1,0,0,0,1,10,10,1
12.5,6,13.0,1,6,6,6,0,11,10,1
0.0,0,0.0,1,0,0,0,1,8,3,0
15.0,1,10.0,1,2,10,13,0,10,10,0
13.375,5,13.333333333333334,1,6,16,7,0,2,2,1
13.333333333333334,6,12.333333333333334,1,3,6,13,0,2,10,1
11.642857142857142,14,13.181818181818182,1,20,18,23,0,8,6,1
13.071428571428571,7,12.513333333333334,1,6,9,7,1,6,6,1
0.0,0,0.0,1,0,0,0,0,6,10,0
13.585714285714284,7,13.585714285714284,1,7,8,8,1,10,10,1
11.425,8,11.155555555555557,1,7,10,9,0,10,5,1
12.0,5,11.857142857142858,1,6,7,9,1,8,10,1
0.0,0,0.0,1,0,0,0,1,8,10,1
13.615384615384617,13,14.0,1,14,13,14,0,8,10,1
0.0,0,12.0,0,5,0,8,0,6,4,0
12.419999999999998,5,11.575,1,4,10,15,0,5,14,2
13.0625,8,13.198571428571428,1,7,8,8,0,3,3,1
12.0,6,13.5,1,6,12,10,0,10,5,1
12.8,5,13.333333333333334,1,6,8,6,0,4,5,0
10.0,1,14.25,1,4,14,10,0,36,29,2
12.0,4,12.166666666666666,1,6,9,7,1,6,2,1
12.214285714285714,7,12.214285714285714,1,7,8,8,1,6,10,1
13.0,6,12.666666666666666,1,6,6,8,1,5,6,1
13.5,6,12.285714285714286,1,6,6,7,1,6,6,1
13.0,6,13.0,1,6,6,7,1,8,6,1
11.166666666666666,6,12.142857142857142,1,6,6,8,0,5,8,1
13.085714285714284,7,13.875714285714285,1,7,9,8,1,8,8,1
0.0,0,0.0,1,0,0,0,0,6,6,0
0.0,0,11.666666666666666,1,6,7,12,1,6,10,0
11.0,3,13.153846153846152,1,6,12,13,0,8,5,1
12.833333333333334,6,14.5,1,6,6,6,1,8,10,0
13.65625,8,14.44142857142857,1,7,8,7,1,8,8,1
14.285714285714286,6,15.166666666666666,1,6,7,6,0,7,3,1
12.625,4,11.6,1,5,12,5,1,9,5,1
12.333333333333334,6,11.666666666666666,1,6,6,6,0,8,5,1
13.2,6,12.625,1,6,10,8,1,7,10,1
11.0,6,12.666666666666666,1,3,7,14,1,6,4,1
13.0,6,12.833333333333334,1,6,8,7,1,7,3,2
13.142857142857142,6,11.857142857142858,1,6,8,7,1,8,9,1
10.75,4,11.4,1,5,7,8,0,6,2,2
15.142857142857142,5,14.857142857142858,1,5,7,10,0,3,4,2
15.833333333333334,6,14.714285714285714,1,6,6,7,0,8,8,1
13.0,5,13.5,1,6,9,6,0,8,3,1
12.4,5,11.5,1,4,5,7,1,6,10,1
0.0,0,14.0,1,2,5,9,0,8,5,0
0.0,0,12.833333333333334,1,6,6,8,1,6,5,0
14.75,8,13.428571428571429,1,7,8,7,1,10,10,1
0.0,0,0.0,1,0,0,0,0,4,5,0
11.5,4,11.666666666666666,1,3,14,18,0,4,7,2
14.333333333333334,6,16.0,1,6,7,6,0,9,3,1
11.833333333333334,6,13.833333333333334,1,6,6,6,0,6,10,1
13.2325,8,13.2325,1,8,9,9,0,8,8,1
14.166666666666666,6,14.0,1,6,6,6,1,10,10,1
0.0,0,10.0,1,2,6,14,1,4,6,0
12.272727272727272,11,13.333333333333334,1,15,13,16,0,10,10,1
14.333333333333334,6,12.5,1,6,6,6,1,5,5,2
11.5,6,12.5,1,6,6,6,0,6,6,1
0.0,0,10.5,1,2,5,8,0,1,1,0
11.333333333333334,3,10.666666666666666,1,3,9,11,0,39,32,2
10.5,2,10.5,1,4,11,9,0,9,6,2
11.4,5,12.0,1,4,6,10,0,4,3,1
0.0,0,0.0,1,0,0,0,0,3,3,2
10.666666666666666,2,11.5,1,5,9,11,0,36,20,2
13.5,6,14.0,1,6,6,6,0,11,6,0
12.6,5,13.5,1,6,8,7,0,8,3,1
13.07375,8,13.07375,1,8,8,8,0,8,8,1
0.0,0,10.75,1,2,9,9,0,11,3,0
0.0,0,12.0,1,1,10,11,0,5,3,2
13.333333333333334,6,14.0,1,6,6,6,1,6,6,1
13.428571428571429,6,12.333333333333334,1,6,7,7,0,7,10,1
14.788888888888888,8,13.464285714285714,1,7,9,7,1,5,6,1
11.2,5,10.666666666666666,1,3,9,14,0,9,10,2
12.2,5,11.6,1,5,8,6,0,8,10,2
14.666666666666666,6,13.666666666666666,1,6,6,6,1,10,4,1
14.4025,8,14.4025,1,8,9,9,0,8,10,1
16.3875,8,15.46875,1,7,8,9,0,10,10,1
14.166666666666666,6,12.625,1,6,6,8,0,11,5,1
14.983333333333334,6,14.983333333333334,1,6,7,7,0,10,10,1
13.0,6,15.0,1,6,6,6,1,10,5,1
14.142857142857142,7,15.88888888888889,1,9,7,9,0,6,8,1
11.0,3,11.5,1,4,14,14,0,10,10,0
10.0,1,10.5,1,2,11,14,0,8,10,0
13.983333333333334,6,13.983333333333334,1,6,7,7,0,9,6,1
12.833333333333334,6,13.0,1,6,6,6,0,10,10,1
13.0,6,13.666666666666666,1,6,6,6,1,8,5,1
0.0,0,0.0,0,0,8,8,0,8,5,0
15.4,5,14.4,1,5,5,5,0,6,10,1
11.25,4,12.0,1,4,9,10,0,9,10,2
13.666666666666666,6,14.166666666666666,1,6,7,6,0,5,10,1
12.0,6,12.2,1,5,7,8,0,1,1,1
12.666666666666666,3,12.0,1,3,9,8,0,6,6,2
11.0,1,10.5,1,2,14,11,0,7,5,2
10.5,2,12.333333333333334,1,3,11,8,0,11,10,0
12.2,5,12.2,1,5,7,7,0,10,6,2
0.0,0,0.0,1,0,6,6,0,10,10,0
13.166666666666666,6,11.5,0,6,8,10,0,10,10,2
11.615384615384617,10,10.88888888888889,1,9,18,9,0,9,10,1
11.675,8,12.166666666666666,1,6,8,12,0,6,5,0
12.0,1,10.0,1,2,9,7,0,8,8,2
12.166666666666666,6,12.666666666666666,1,6,6,6,1,10,6,1
12.2,5,11.4,1,5,8,9,0,10,6,0
0.0,0,0.0,1,0,0,0,1,10,10,0
12.0,4,13.0,1,2,8,14,0,6,6,2
12.0,5,13.4,1,5,7,8,0,8,8,2
12.8,5,13.5,1,6,8,6,1,10,6,0
11.333333333333334,3,12.25,1,4,11,14,0,10,5,2
12.833333333333334,6,12.285714285714286,1,6,7,7,0,9,6,1
0.0,0,0.0,0,0,8,12,0,9,10,0
13.0,1,10.5,1,2,11,10,0,6,8,0
12.0,5,14.0,1,3,8,12,0,43,30,1
12.2,5,14.2,1,5,10,7,0,6,6,1
13.142857142857142,6,13.0,1,5,7,8,0,8,10,0
12.75,4,11.0,1,6,8,6,0,6,6,1
10.0,2,11.0,1,3,7,9,0,10,10,0
13.755555555555556,8,12.385714285714286,1,6,9,9,0,9,6,1
12.25,4,14.75,1,4,7,12,0,6,6,1
15.833333333333334,5,16.166666666666668,1,5,6,6,0,6,6,1
0.0,0,0.0,1,0,8,7,0,10,5,0
13.0,3,12.4,1,5,9,6,0,10,3,0
13.0,4,11.6,0,5,11,8,0,10,10,0
0.0,0,12.2,1,5,13,8,1,8,6,0
12.8,5,11.0,1,5,7,7,1,5,6,1
12.4,5,12.333333333333334,1,6,7,8,1,6,6,0
12.571428571428571,6,14.833333333333334,1,6,7,6,1,6,6,1
11.9,10,11.555555555555555,1,9,17,15,0,3,3,2
11.833333333333334,6,12.0,1,6,6,6,1,10,10,1
12.6,10,12.727272727272728,1,11,11,13,1,44,19,1
11.0,1,10.5,1,2,1,2,0,9,10,0
12.0,6,12.333333333333334,1,6,6,6,0,10,4,1
12.0,1,0.0,1,0,7,10,0,10,10,0
14.38888888888889,8,14.842857142857143,1,7,9,7,0,4,5,1
12.2,7,12.2,1,7,7,7,0,5,5,2
11.75,4,10.8,1,4,10,10,1,8,8,2
14.333333333333334,5,12.75,1,4,7,7,0,6,10,2
12.0,1,11.0,1,2,12,13,0,8,10,0
0.0,0,10.75,1,4,12,9,0,6,1,0
12.55375,8,12.55375,1,8,9,9,0,5,8,1
12.665714285714284,7,12.665714285714284,1,7,8,8,0,5,5,1
13.0,4,12.714285714285714,1,6,8,10,0,6,8,2
0.0,0,11.75,1,2,10,7,0,5,3,0
0.0,0,11.0,0,3,14,11,0,10,10,0
0.0,0,0.0,1,0,0,0,0,3,3,1
12.2,5,13.4,1,5,6,5,0,8,10,1
12.117647058823527,17,12.578947368421051,1,17,20,21,0,8,5,1
0.0,0,0.0,1,0,0,0,0,10,10,0
11.5,6,12.0,1,6,8,8,1,10,10,1
0.0,0,12.333333333333334,1,3,9,6,0,3,3,0
13.5,3,11.5,1,4,11,11,0,5,6,0
13.833333333333334,5,12.8,1,5,11,7,0,5,7,1
0.0,0,0.0,1,0,0,0,0,8,8,0
12.142857142857142,7,13.285714285714286,1,7,11,8,0,8,4,2
12.0,2,11.8,0,4,15,16,0,6,10,0
13.5,2,11.333333333333334,1,6,11,13,0,11,10,0
12.002,5,12.002,1,5,12,12,0,9,10,0
13.22222222222222,8,13.976666666666668,1,5,9,10,0,9,3,2
11.0,1,15.2,0,5,9,10,0,11,3,0
14.166666666666666,6,13.142857142857142,1,6,8,7,1,6,5,1
0.0,0,0.0,1,0,5,14,0,8,6,0
13.867142857142856,7,13.867142857142856,1,7,11,11,0,2,3,1
12.675,6,12.675,1,6,11,11,0,10,10,1
0.0,0,0.0,1,0,0,0,0,11,6,1
12.5,6,12.0,1,6,7,6,1,10,10,2
0.0,0,0.0,1,0,0,0,0,6,6,0
12.2,5,11.0,1,6,6,7,1,4,4,0
11.333333333333334,4,10.75,1,4,11,11,0,10,4,0
14.166666666666666,6,14.2,1,5,6,7,0,8,10,1
11.575,4,12.6,0,4,7,11,0,6,4,0
0.0,0,0.0,0,0,5,5,0,6,6,0
14.166666666666666,5,14.0,1,5,6,6,0,4,10,1
12.25,4,10.0,0,2,12,16,0,11,10,0
13.125,6,13.833333333333334,1,6,8,6,0,10,10,1
11.0,1,11.0,0,2,5,8,0,5,5,0
11.635714285714286,7,11.635714285714286,1,7,8,8,0,8,10,2
0.0,0,12.25,1,4,5,6,0,10,10,0
11.285714285714286,5,12.5,1,4,11,9,0,6,6,2
13.666666666666666,5,13.8,1,5,6,5,0,5,2,1
11.0,1,12.0,1,3,9,8,0,9,10,0
12.5,4,11.0,1,3,8,9,0,13,13,2
11.555555555555555,6,13.75,1,4,10,7,1,6,6,1
11.25,4,10.666666666666666,1,6,8,6,0,2,2,2
13.15,2,0.0,1,0,13,7,0,7,10,0
15.4,5,13.833333333333334,1,5,7,6,0,10,10,1
0.0,0,0.0,1,0,7,6,0,25,19,2
16.8,5,15.8,1,5,5,5,0,16,28,1
12.52608695652174,12,12.52608695652174,1,12,26,26,0,1,1,1
0.0,0,12.783333333333331,1,6,11,9,0,9,8,0
10.0,1,0.0,0,0,5,5,0,8,7,0
10.666666666666666,3,13.0,1,3,8,8,0,10,6,1
0.0,0,0.0,1,0,10,8,0,10,6,0
12.0,3,10.8,1,5,9,7,0,43,20,2
10.0,3,11.0,1,5,7,7,0,9,10,2
0.0,0,0.0,0,0,5,4,0,12,12,0
0.0,0,0.0,1,0,5,7,0,10,10,2
0.0,0,12.0,0,2,0,10,0,9,12,0
11.0,2,10.75,1,4,10,7,0,8,10,0
13.5,4,11.6,1,5,10,8,0,11,10,1
11.6,4,11.8,1,5,8,6,1,5,5,1
15.166666666666666,6,16.0,1,6,6,7,0,5,10,1
11.5,6,12.666666666666666,1,6,6,6,1,4,5,1
13.5,6,14.4,1,4,9,12,0,21,22,2
0.0,0,0.0,0,0,6,6,0,2,4,0
13.4,4,12.25,0,4,9,11,0,36,29,2
12.75,8,12.6,1,5,10,9,0,8,10,0
13.4,7,13.4,1,7,8,8,0,10,10,1
0.0,0,0.0,1,0,0,0,0,4,5,0
0.0,0,10.0,1,1,6,9,0,3,3,0
0.0,0,0.0,1,0,5,5,0,4,8,0
11.2,4,11.25,1,3,14,16,0,10,2,0
0.0,0,0.0,1,0,5,10,0,5,5,2
14.0,1,10.666666666666666,1,3,5,8,0,2,5,0
13.4,5,11.75,1,4,5,7,0,3,3,1
0.0,0,0.0,1,0,5,5,0,6,10,0
14.125,6,12.666666666666666,1,6,8,6,0,7,10,1
12.042857142857144,7,11.95,1,7,15,14,0,3,10,2
15.666666666666666,6,14.0,1,5,6,7,0,7,10,1
0.0,0,0.0,0,0,12,6,0,7,1,0
0.0,0,11.5,1,2,10,11,1,10,8,0
12.8,5,12.0,1,6,12,10,0,5,4,1
16.666666666666668,6,16.428571428571427,1,6,7,7,0,6,6,0
13.207142857142856,7,13.336000000000002,1,5,9,9,1,10,10,1
0.0,0,0.0,1,0,8,7,1,10,10,2
14.0,6,14.666666666666666,1,7,8,9,0,5,10,1
14.115714285714288,7,14.115714285714288,1,7,8,8,0,5,4,1
13.11111111111111,6,14.857142857142858,1,6,10,7,1,5,2,1
13.714285714285714,6,13.833333333333334,1,6,10,7,1,9,10,1
11.75,4,11.0,1,3,9,10,0,3,3,2
13.666666666666666,3,11.75,1,4,12,11,0,6,3,2
12.0,2,10.0,1,2,14,15,1,4,10,0
12.415,6,12.415,1,6,15,15,1,8,8,1
10.5,2,11.0,1,1,9,12,0,3,3,2
13.428571428571429,6,14.428571428571429,1,5,7,14,0,10,10,1
14.312857142857142,7,14.312857142857142,1,7,8,8,1,8,6,1
14.5,5,15.428571428571429,0,6,7,8,0,10,3,2
13.4,5,12.0,1,4,6,9,0,9,6,1
13.714285714285714,6,13.833333333333334,1,6,7,7,0,6,6,1
12.142857142857142,6,12.166666666666666,1,6,7,6,0,11,4,1
14.014285714285714,7,14.014285714285714,1,7,8,8,0,5,5,2
13.333333333333334,3,10.333333333333334,1,2,13,15,0,11,5,2
13.6,5,13.2,1,5,7,7,1,11,10,1
15.4,6,15.4,1,6,7,7,0,10,10,1
15.925,8,13.385714285714286,1,7,8,7,1,10,10,1
11.0,4,10.857142857142858,1,6,10,13,0,5,3,0
12.0,5,11.333333333333334,1,5,8,11,0,7,7,1
13.6,5,14.5,1,4,5,7,1,10,10,1
12.375,6,14.166666666666666,1,6,8,6,1,10,10,1
12.0,6,12.833333333333334,1,6,8,7,0,1,1,1
14.5,6,13.333333333333334,1,6,6,7,0,5,5,1
14.571428571428571,6,13.666666666666666,1,6,7,7,1,4,4,1
11.0,5,10.833333333333334,0,6,7,6,1,8,5,0
13.142857142857142,6,13.428571428571429,1,6,8,7,0,9,10,1
11.808333333333332,6,12.401428571428571,1,7,10,7,0,35,29,2
0.0,0,0.0,0,0,10,8,0,7,3,0
0.0,0,0.0,0,0,0,4,0,10,10,0
11.6,5,11.5,1,4,6,9,0,8,10,0
0.0,0,0.0,0,0,5,8,0,8,5,0
13.5,6,14.142857142857142,1,6,6,8,1,6,4,1
0.0,0,0.0,1,0,6,6,0,9,7,0
12.8,10,13.8,1,10,10,12,1,8,10,1
13.6,5,13.6,1,10,10,10,0,8,10,0
11.88888888888889,9,11.733333333333333,1,15,17,23,0,6,6,1
10.0,1,10.0,0,1,9,8,0,10,10,0
0.0,0,0.0,1,0,6,19,0,3,3,0
0.0,0,0.0,1,0,8,6,0,6,4,2
12.0,4,10.8,1,4,13,12,0,7,10,2
13.30625,7,13.046666666666669,1,6,10,8,0,8,4,0
10.833333333333334,6,11.0,1,8,10,13,0,6,10,2
11.666666666666666,3,12.333333333333334,1,3,14,10,1,6,6,2
13.285714285714286,7,11.8,1,10,7,16,0,12,12,1
11.25,3,11.0,1,3,8,8,0,10,10,2
13.11,8,13.11,1,8,8,8,0,5,5,1
14.414285714285716,7,14.414285714285716,1,7,8,8,0,8,8,1
0.0,0,0.0,0,0,10,5,0,12,6,0
12.2,5,12.333333333333334,1,5,7,8,0,11,7,1
10.0,1,0.0,1,0,8,9,1,9,10,0
13.3125,8,14.1,1,7,8,9,1,8,8,1
13.045,8,13.045,1,8,8,8,0,10,10,1
12.858,5,12.858,1,5,10,10,0,9,4,2
14.2525,8,14.2525,1,8,8,8,1,5,5,1
11.242857142857142,7,14.06,1,5,9,9,1,11,6,2
15.075714285714286,7,15.075714285714286,1,7,8,8,0,6,10,1
0.0,0,0.0,1,0,0,0,1,10,10,2
12.6,5,13.75,1,4,9,5,0,6,6,2
13.214285714285714,12,13.15,1,17,22,28,0,10,5,1
11.8,5,12.333333333333334,1,5,7,9,1,8,5,1
13.122222222222222,8,13.778571428571428,1,7,10,8,1,8,6,1
11.0,1,10.333333333333334,0,3,14,12,0,10,10,0
11.0,2,11.333333333333334,1,3,7,11,0,6,6,2
12.666666666666666,6,13.2,1,5,6,7,0,8,10,2
12.375,6,13.571428571428571,1,6,11,8,1,8,6,1
13.428571428571429,7,12.75,1,11,7,14,0,8,10,1
12.0,1,13.0,1,3,15,11,0,5,6,0
11.0,4,11.333333333333334,1,3,7,7,0,8,8,2
0.0,0,0.0,0,0,9,12,0,8,8,0
0.0,0,0.0,1,0,0,0,1,8,10,0
11.0,1,12.5,0,2,13,7,0,8,6,0
14.142857142857142,6,14.857142857142858,1,6,8,7,0,4,10,1
11.571428571428571,7,12.0,1,8,8,13,0,8,8,1
0.0,0,0.0,0,0,0,0,1,9,10,1
0.0,0,0.0,1,0,5,5,0,10,10,2
12.6875,8,12.828571428571427,1,7,8,8,0,4,10,1
0.0,0,0.0,1,0,0,0,0,10,10,0
14.0,5,13.333333333333334,1,6,8,6,0,8,8,1
13.072857142857144,14,13.072857142857144,1,14,20,20,1,4,10,1
11.0,3,12.0,0,5,7,13,0,8,6,0
16.0,6,15.5,1,6,6,6,0,9,4,1
0.0,0,0.0,1,0,6,6,0,5,3,0
15.166666666666666,6,14.714285714285714,1,6,6,7,1,8,5,1
15.333333333333334,6,16.714285714285715,1,6,6,7,0,2,10,1
11.666666666666666,6,10.857142857142858,1,6,7,9,1,10,10,1
12.416666666666666,6,11.658333333333331,1,6,11,8,0,10,10,1
12.0,6,11.6,1,5,7,8,1,8,10,1
14.142857142857142,6,14.625,1,6,9,8,0,8,6,2
12.666666666666666,6,12.166666666666666,1,6,8,6,1,10,10,1
12.116666666666667,6,13.375,1,4,8,12,0,40,17,2
12.833333333333334,6,12.5,1,6,6,6,1,10,10,1
12.56,5,12.56,0,5,8,8,0,12,2,0
14.23125,8,13.19,1,7,8,7,0,4,5,1
11.25,4,11.0,1,3,9,11,1,10,10,1
0.0,0,0.0,1,0,0,0,0,11,3,1
11.714285714285714,6,11.6,1,5,10,11,1,6,10,1
14.266666666666666,6,14.266666666666666,1,6,7,7,0,7,10,1
13.857142857142858,4,11.0,1,4,9,6,1,8,10,2
12.428571428571429,7,12.666666666666666,1,9,7,11,0,1,1,1
11.0,3,0.0,1,0,10,6,0,6,6,2
12.771428571428572,7,12.771428571428572,1,7,11,11,0,7,4,1
0.0,0,0.0,1,0,5,12,0,4,3,0
13.571428571428571,6,15.5,1,6,7,6,1,10,5,1
14.6,5,13.285714285714286,1,6,9,7,1,5,5,2
13.7,5,11.716666666666669,1,5,8,11,0,9,5,2
13.75,4,11.333333333333334,1,6,12,8,0,5,5,0
13.4,5,13.333333333333334,1,6,10,6,1,8,5,1
10.0,2,12.333333333333334,1,4,14,13,1,7,10,1
12.833333333333334,6,12.333333333333334,1,6,6,6,0,3,3,2
0.0,0,0.0,1,0,0,0,0,10,10,0
11.6,4,12.6,1,5,9,8,0,11,4,1
11.0,4,12.6,1,5,5,5,0,8,5,2
12.833333333333334,6,14.333333333333334,0,6,9,10,0,3,3,2
11.0,2,12.0,1,3,9,8,0,10,10,2
13.6,5,14.857142857142858,1,6,10,7,0,8,8,1
13.181818181818182,11,11.916666666666666,1,12,13,17,0,11,8,1
0.0,0,0.0,1,0,5,5,0,1,1,0
12.2,5,13.333333333333334,1,3,8,12,0,9,10,2
0.0,0,0.0,0,0,5,5,0,6,10,0
15.5,6,17.0,1,6,6,6,0,10,5,1
11.333333333333334,2,11.666666666666666,1,3,14,13,1,7,7,2
11.384615384615383,13,12.210526315789474,1,19,13,24,0,7,10,1
12.857142857142858,5,13.0,1,6,9,8,1,6,3,1
0.0,0,0.0,0,0,0,0,0,10,10,0
11.0,3,10.5,1,2,7,9,0,10,10,2
12.714285714285714,6,13.571428571428571,1,6,9,7,0,7,10,1
0.0,0,14.0,1,1,4,7,0,13,13,0
0.0,0,0.0,0,0,5,5,0,7,10,0
11.1,10,12.461538461538462,1,13,13,20,0,10,10,0
13.0,5,14.4,1,4,6,8,0,3,5,1
0.0,0,0.0,0,0,0,6,0,5,5,0
14.166666666666666,6,14.333333333333334,1,6,6,6,0,6,5,1
10.727272727272728,11,11.909090909090908,1,11,14,21,0,29,22,1
14.375,6,13.714285714285714,1,6,8,8,0,4,6,1
0.0,0,0.0,1,0,0,0,0,11,10,0
12.2375,7,13.46,1,5,8,10,1,10,10,0
13.333333333333334,6,15.0,1,6,6,6,0,4,4,1
0.0,0,0.0,1,0,0,0,1,4,5,0
12.8,5,13.4,1,5,6,7,0,5,5,1
12.5,4,13.0,1,5,10,9,0,1,1,2
13.75,4,11.25,1,4,8,13,0,10,10,1
11.6,5,12.6,1,5,7,5,0,3,3,1
11.833333333333334,6,12.666666666666666,1,6,6,8,0,10,10,1
12.105263157894736,19,12.333333333333334,1,21,19,23,0,7,7,1
11.0,5,12.0,1,5,11,11,1,6,6,0
16.6,5,16.4,1,5,5,5,0,10,10,1
0.0,0,0.0,1,0,0,1,0,12,12,0
14.75,4,12.75,1,6,6,10,0,10,10,1
13.0,5,14.5,1,4,12,14,0,11,10,2
14.4,5,14.8,1,5,5,5,0,10,10,1
11.5,17,10.36842105263158,1,17,18,22,0,3,3,1
0.0,0,0.0,1,0,0,0,0,7,10,0
11.333333333333334,9,10.666666666666666,1,6,17,15,0,7,6,2
12.384615384615383,13,12.692307692307692,1,13,22,21,0,10,5,1
0.0,0,0.0,1,0,0,0,0,12,12,0
11.666666666666666,12,11.8,1,15,13,15,0,11,10,2
0.0,0,0.0,0,0,10,7,0,5,5,0
11.5,4,12.333333333333334,1,5,12,9,0,8,10,2
11.875,8,13.0,1,11,22,18,0,8,5,0
11.666666666666666,3,12.5,1,4,8,13,0,8,6,0
11.25,4,12.2,1,5,10,8,1,8,10,1
11.2,5,11.0,1,8,16,15,0,6,6,2
12.0,2,10.0,1,1,13,14,0,10,10,0
11.5,6,12.333333333333334,1,6,8,7,1,10,10,1
15.23076923076923,12,14.307692307692308,1,13,15,13,0,7,7,1
13.5,8,14.454545454545457,1,11,8,13,0,8,6,1
13.2,5,11.0,1,5,5,6,0,10,10,1
12.833333333333334,6,13.142857142857142,1,6,6,8,1,10,10,1
11.857142857142858,6,13.75,1,6,7,8,1,8,10,1
13.8,5,14.0,1,6,9,6,1,7,10,1
